modeldate,Barack Obama,Mitt Romney,margin
2012-08-25,46.687748,46.821371,0.13362300000000005
2012-08-26,46.803184,46.801738,0.0014460000000013906
2012-08-27,46.859217,46.709069,0.1501480000000015
2012-08-28,46.823423,46.690782,0.13264099999999956
2012-08-29,46.436406,46.565656,0.12924999999999898
2012-08-30,46.053875,46.37195,0.31807500000000033
2012-08-31,46.004066,46.575138,0.5710720000000009
2012-09-01,45.711881,46.876636,1.1647549999999995
2012-09-02,45.8559,47.089199,1.2332990000000024
2012-09-03,46.083745,46.667342,0.5835969999999975
2012-09-04,46.265401,46.75325,0.4878490000000042
2012-09-05,46.258714,46.735191,0.4764770000000027
2012-09-06,46.227162,45.988644,0.23851799999999912
2012-09-07,46.964023,45.214142,1.749880999999995
2012-09-08,47.792307,45.269598,2.522708999999999
2012-09-09,48.371441,45.099337,3.272103999999999
2012-09-10,48.682305,45.340345,3.3419600000000003
2012-09-11,48.609814,45.15184,3.457974
2012-09-12,48.812002,45.136027,3.675975000000001
2012-09-13,48.802703,45.025546,3.7771570000000025
2012-09-14,48.822415,45.266503,3.5559119999999993
2012-09-15,48.848207,45.300323,3.5478840000000034
2012-09-16,48.84461,45.027719,3.8168910000000054
2012-09-17,48.848498,45.15224,3.6962580000000003
2012-09-18,48.730619,45.086304,3.644314999999999
2012-09-19,48.801567,44.895906,3.905661000000002
2012-09-20,48.775777,45.14208,3.633696999999998
2012-09-21,48.848236,45.15187,3.6963659999999976
2012-09-22,48.986879,45.140267,3.8466120000000004
2012-09-23,49.022895,45.227704,3.7951909999999955
2012-09-24,48.98265,45.150893,3.831756999999996
2012-09-25,49.046573,45.10708,3.939492999999999
2012-09-26,49.099014,45.039457,4.059556999999998
2012-09-27,48.95041,45.18227,3.7681399999999954
2012-09-28,48.975822,45.149755,3.826067000000002
2012-09-29,49.014847,45.129657,3.8851900000000015
2012-09-30,48.870443,45.341844,3.528599
2012-10-01,48.879686,45.249617,3.630068999999999
2012-10-02,48.937498,45.310305,3.6271929999999983
2012-10-03,48.899356,45.36405,3.5353059999999985
2012-10-04,49.006721,45.865919,3.1408020000000008
2012-10-05,48.720954,46.113596,2.607357999999998
2012-10-06,48.552233,46.604337,1.947896
2012-10-07,47.821273,47.042165,0.7791080000000008
2012-10-08,47.774417,47.279591,0.4948259999999962
2012-10-09,47.391491,47.543158,0.15166699999999622
2012-10-10,47.257167,47.664885,0.4077179999999956
2012-10-11,47.185054,47.807661,0.6226070000000021
2012-10-12,46.979403,48.196314,1.2169110000000032
2012-10-13,47.145192,47.999117,0.8539249999999967
2012-10-14,47.052509,48.17884,1.1263310000000004
2012-10-15,47.08989,48.043989,0.9540990000000065
2012-10-16,46.968442,47.997918,1.0294759999999954
2012-10-17,46.839042,48.367561,1.5285190000000028
2012-10-18,46.647064,48.219064,1.5720000000000027
2012-10-19,46.731559,48.088072,1.3565129999999996
2012-10-20,47.044007,48.139974,1.0959670000000017
2012-10-21,47.086843,48.189442,1.1025989999999979
2012-10-22,47.050276,48.245052,1.1947760000000045
2012-10-23,47.056847,48.258243,1.2013960000000026
2012-10-24,47.066991,48.279719,1.2127279999999985
2012-10-25,47.183423,48.382655,1.199232000000002
2012-10-26,47.310662,48.228201,0.9175389999999979
2012-10-27,47.347127,48.105168,0.7580409999999986
2012-10-28,47.412527,48.112539,0.700012000000001
2012-10-29,47.536171,47.979866,0.4436949999999982
2012-10-30,47.408473,47.907072,0.4985989999999987
2012-10-31,47.592987,47.789283,0.1962959999999967
2012-11-01,47.502894,47.837835,0.3349410000000006
2012-11-02,47.511106,47.764093,0.2529870000000045
2012-11-03,47.857587,47.552758,0.3048290000000051
2012-11-04,48.047126,47.662724,0.38440200000000146
2012-11-05,48.146273,47.745248,0.4010250000000042
2012-11-06,48.146273,47.745248,0.4010250000000042
