Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int",IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price~,Strike,Bid,Ask
2016-10-18,36,43.3,35,41.5,11.3,+37.42%,0,828,34.39%,0.59018971023938,0.0047647704212349,-0.5146523815,0.92229267506163,0.37419840368194,39.950006756044,814.21,800,39.6,40.3
2016-10-17,29.1,32.4,29,30.2,1.5,+5.23%,0,853,27.53%,0.55363791809733,0.0060174191651532,-0.408610726,0.94340346448568,0.36552450414599,29.300080405159,805.99,800,29,29.6
2016-10-14,30.36,31,27.84,28.7,0.050000000000001,+0.17%,0,842,24.42%,0.56502317042101,0.006448663710345,-0.3463425302,0.98417340844478,0.41038988371703,28.25006482745,807.45,800,27.9,28.6
2016-10-13,30,30.1,27.2,28.65,-5.95,-17.20%,0,793,25.40%,0.55483333801657,0.0061477389431168,-0.3558143759,1.0003171891402,0.41270248627093,28.800081639452,806.07,800,28.4,29.2
2016-10-12,33.65,34.6,33,34.6,1.7,+5.17%,0,791,26.37%,0.58780931472787,0.0057115304316862,-0.3616722105,1.0062011835568,0.44985666023059,33.500071408263,811.96,800,33.1,33.9
2016-10-11,35.1,36.87,32.89,32.9,-2.4,-6.80%,0,770,24.37%,0.6049694749076,0.0060161125373124,-0.3277087564,1.0114842618471,0.4782773392475,33.150086676872,814.17,800,32.7,33.6
2016-10-10,29.84,35.9,29.8,35.3,7.3,+26.07%,0,787,31.46%,0.54053396091182,0.0048007688305943,-0.4235068947,1.0429005640078,0.4269203150314,34.999999999861,803.93,800,34.6,35.4
2016-10-07,28.5,28.5,26.65,28,-1.5,-5.08%,0,749,22.18%,0.55557983708559,0.0065167223078286,-0.2881504622,1.07999512126,0.48381512184593,27.300056708057,805.93,800,26.9,27.7
2016-10-06,29,30.8,29,29.5,0.7,+2.43%,0,823,25.08%,0.54208994539093,0.0057316776754641,-0.3222247295,1.0948363719142,0.47845890230965,29.750065287923,804.08,800,29.3,30.2
2016-10-05,31.2,31.8,28.51,28.8,-0.83,-2.80%,0,780,22.85%,0.55480777167052,0.0061811792197965,-0.2901067219,1.1058060832508,0.50452317168492,28.650075729974,806,800,28.3,29
2016-10-04,31,31,28.1,29.63,2.13,+7.75%,0,772,23.75%,0.54798361910525,0.0059019382697992,-0.2985000066,1.1194054741789,0.50760821228885,29.400111840714,805,800,29,29.8
2016-10-03,25.8,27.5,25.8,27.5,-3.2,-10.42%,0,742,23.43%,0.53332972138717,0.0059563506516376,-0.2911829639,1.1325919471946,0.50415095223855,28.000085759806,802.55,800,27.6,28.4
2016-09-30,30.21,30.9,28.8,30.7,1.16,+3.93%,0,754,23.43%,0.53917601198687,0.0057551552912077,-0.2817183842,1.1689044104906,0.54219758700569,29.400076013618,803.6,800,28.9,29.9
2016-09-29,31,31.7,29.54,29.54,-3.67,-11.05%,0,690,21.37%,0.56174155692558,0.0061739352656908,-0.2530619399,1.1775557497466,0.58117036620213,29.200106454091,807.23,800,28.8,29.6
2016-09-28,31.7,33.21,30,33.21,-0.15,-0.45%,0,686,25.96%,0.54100440779844,0.0050861967269716,-0.3051250152,1.1926802468001,0.56143380027558,33.2001028997,804.08,800,32.8,33.6
2016-09-27,31.45,34.3,31.45,33.36,3.56,+11.95%,0,695,27.32%,0.53026425001723,0.0048110387792735,-0.3180146229,1.2038533234652,0.55737142568013,33.950067722791,801.83,800,33.6,34.3
2016-09-26,33,33.3,29,29.8,-7.7,-20.53%,0,670,20.03%,0.57938492421975,0.0063273652612005,-0.2294356656,1.2065777526852,0.63802915987547,29.800118707134,809.82,800,29.3,30.3
2016-09-23,37,37.8,36.78,37.5,0.1,+0.27%,0,675,22.81%,0.6011125483705,0.0053006627444985,-0.2523211821,1.2325746037007,0.69492274832328,37.050050069475,815.14,800,36.7,37.4
2016-09-22,33.93,39.58,33.93,37.4,5.7,+17.98%,0,664,25.25%,0.56983631477805,0.0048600514145056,-0.2796990463,1.2573080749164,0.66247635679417,37.350070250673,810,800,36.9,37.8
2016-09-21,30.5,31.7,27.9,31.7,2.09,+7.06%,0,751,24.19%,0.52651734978041,0.005151951126699,-0.2664528485,1.2713592645966,0.62032560303275,31.500082465722,801.26,800,31,32
2016-09-20,29.1,29.9,28.7,29.61,2.52,+9.30%,0,638,22.45%,0.51920979135274,0.005519767470874,-0.2456170573,1.2816035600634,0.62470144038099,28.900117971838,800,800,28.4,29.4
2016-09-19,29.93,30.7,26.4,27.09,-0.41,-1.49%,0,158,20.19%,0.52435400153873,0.006072531066957,-0.2193462535,1.2932996341386,0.64646315800498,26.800078979078,801.11,800,26.6,27
2016-09-16,27,28.07,27,27.5,-2.6,-8.64%,0,207,21.62%,0.51422933978776,0.0055566201993397,-0.2294707915,1.3234060236312,0.66034285023628,28.299999999989,799.02,800,27.8,28.8
2016-09-15,30,30.7,30,30.1,4.5,+17.58%,0,148,26.48%,0.47817090783852,0.0045481464448608,-0.2745038612,1.3176904127446,0.6088938870441,30.500106823705,790.01,800,29.6,31.4
2016-09-14,28,28,25.6,25.6,0.73,+2.94%,0,147,23.01%,0.46012550857815,0.0051875343368769,-0.2358945643,1.3202565148018,0.60070830798509,25.350082551693,788.2,800,25,25.7
2016-09-13,24.4,24.89,23.5,24.87,-4.54,-15.44%,0,143,20.41%,0.48482890048713,0.0057872883931094,-0.2105302697,1.3459388115025,0.65115580348163,24.850111516254,794.01,800,24.4,25.3
2016-09-12,25.95,29.41,25.95,29.41,3.41,+13.12%,0,140,26.73%,0.45637509908752,0.0044150538917115,-0.2680010957,1.3328346452128,0.60379897925955,29.100113581562,784.52,800,28.6,29.6
2016-09-09,28.4,28.4,26,26,-5.,-16.13%,0,128,18.68%,0.51114703373275,0.00610455242355,-0.1887239225,1.3948988788609,0.73382777493691,25.650073835211,798.77,800,25.1,26.2
2016-09-08,31.25,31.25,30.5,31,-4.,-11.43%,0,62,20.02%,0.54689308152301,0.0055729216136506,-0.1983697432,1.4069268226032,0.755579,30.950129478054,805.22,800,30.6,31.3
2016-09-07,31.5,35.5,31.5,35,0,0.00%,0,62,21.75%,0.55978191186989,0.0050542784736364,-0.2138095747,1.4153672556088,0.804938,35.100139955663,807.93,800,34.8,35.4
2016-09-06,31.5,35.5,31.5,35,7.5,+27.27%,0,65,25.33%,0.51549777088045,0.0044081094762444,-0.2469528318,1.423279565031,0.815787,35.300121059011,798.39,800,34.9,35.7
2016-09-02,27.4,28.5,27.4,27.5,2.3,+9.13%,0,55,21.02%,0.49474741146313,0.0051965786534316,-0.198866289,1.4570143802352,0.767729,28.400101057687,795.27,800,28,28.8
2016-09-01,25.7,25.7,25.2,25.2,0,0.00%,0,55,20.58%,0.47671683218112,0.0052879285898101,-0.1923014537,1.45801720325,0.730325,26.350131060822,791.98,800,26.1,26.6
2016-08-31,25.7,25.7,25.2,25.2,-4.8,-16.00%,0,48,20.90%,0.46575028857912,0.005177162689725,-0.1931591846,1.4600172500467,0.72687,25.900113344661,789.6,800,25.6,26.2
2016-08-30,29.8,30,29.8,30,0,0.00%,0,48,20.50%,0.48197638316065,0.0052386916929032,-0.1895152252,1.4792804182662,0.754929,27.050088145535,792.88,800,26.7,27.4
2016-08-29,29.8,30,29.8,30,-0.8,-2.60%,0,47,21.89%,0.48681855816724,0.0048755661373129,-0.2013072515,1.4895239074617,0.799205,29.400121382825,793.05,800,29,29.8
2016-08-26,30.1,30.8,29.5,30.8,2.5,+8.83%,0,39,21.15%,0.48315355573229,0.0049576996160898,-0.1907697359,1.5152613802668,0.806279,28.600085749651,792.49,800,28.3,28.9
2016-08-25,27.8,28.3,27.8,28.3,-0.8,-2.75%,0,33,20.75%,0.4799457958635,0.0050238435298489,-0.185904674,1.5227445545131,0.799015,27.95013493691,792,800,27.6,28.3
2016-08-24,31.8,31.8,29.1,29.1,-2.7,-8.49%,0,33,19.93%,0.50306778738134,0.0051769452616456,-0.1787504467,1.5429786981484,0.829796,29.249999999956,796.86,800,28.9,29.6
2016-08-23,32.54,33.38,31.8,31.8,1.7,+5.65%,0,20,19.58%,0.52156277037563,0.005206061759039,-0.1752049698,1.5567422675807,0.867225,30.75009411912,800.48,800,30.4,31.1
2016-08-22,30.17,30.17,30.1,30.1,0,0.00%,0,N/A,20.31%,0.51243564553572,0.0050073093721188,-0.1804411535,1.5633354483642,0.880384,31.050095645213,798.51,800,30.5,31.6
"Downloaded from Barchart.com as of 01-10-2026 06:20am CST"
