,cycle,state,modeldate,candidate_name,pct_trend_adjusted
200513,1980,National,1980-03-12,Ronald Reagan,38.096308
200516,1980,National,1980-03-13,Jimmy Carter,56.346648
200519,1980,National,1980-03-13,Ronald Reagan,38.096308
200522,1980,National,1980-03-14,Jimmy Carter,56.346648
200525,1980,National,1980-03-14,Ronald Reagan,38.096308
200528,1980,National,1980-03-15,Jimmy Carter,56.346648
200531,1980,National,1980-03-15,Ronald Reagan,38.096308
200535,1980,National,1980-03-16,Jimmy Carter,56.346648
200539,1980,National,1980-03-16,Ronald Reagan,38.096308
200543,1980,National,1980-03-17,Jimmy Carter,56.346648
200547,1980,National,1980-03-17,Ronald Reagan,38.096308
200551,1980,National,1980-03-18,Jimmy Carter,56.346648
200555,1980,National,1980-03-18,Ronald Reagan,38.096308
200559,1980,National,1980-03-19,Jimmy Carter,56.346648
200563,1980,National,1980-03-19,Ronald Reagan,38.096308
200567,1980,National,1980-03-20,Jimmy Carter,49.97802
200571,1980,National,1980-03-20,Ronald Reagan,42.815771
200575,1980,National,1980-03-21,Jimmy Carter,49.97802
200579,1980,National,1980-03-21,Ronald Reagan,42.815771
200583,1980,National,1980-03-22,Jimmy Carter,49.97802
200587,1980,National,1980-03-22,Ronald Reagan,42.815771
200591,1980,National,1980-03-23,Jimmy Carter,49.97802
200595,1980,National,1980-03-23,Ronald Reagan,42.815771
200599,1980,National,1980-03-24,Jimmy Carter,49.97802
200603,1980,National,1980-03-24,Ronald Reagan,42.815771
200607,1980,National,1980-03-25,Jimmy Carter,49.97802
200611,1980,National,1980-03-25,Ronald Reagan,42.815771
200615,1980,National,1980-03-26,Jimmy Carter,49.97802
200619,1980,National,1980-03-26,Ronald Reagan,42.815771
200623,1980,National,1980-03-27,Jimmy Carter,49.97802
200627,1980,National,1980-03-27,Ronald Reagan,42.815771
200631,1980,National,1980-03-28,Jimmy Carter,49.97802
200635,1980,National,1980-03-28,Ronald Reagan,42.815771
200639,1980,National,1980-03-29,Jimmy Carter,49.97802
200643,1980,National,1980-03-29,Ronald Reagan,42.815771
200644,1980,National,1980-03-30,John B. Anderson,20.90941
200648,1980,National,1980-03-30,Jimmy Carter,41.116576
200652,1980,National,1980-03-30,Ronald Reagan,41.335729
200653,1980,National,1980-03-31,John B. Anderson,20.90941
200657,1980,National,1980-03-31,Jimmy Carter,41.116576
200661,1980,National,1980-03-31,Ronald Reagan,41.335729
200662,1980,National,1980-04-01,John B. Anderson,20.90941
200666,1980,National,1980-04-01,Jimmy Carter,41.116576
200670,1980,National,1980-04-01,Ronald Reagan,41.335729
200671,1980,National,1980-04-02,John B. Anderson,20.90941
200675,1980,National,1980-04-02,Jimmy Carter,41.116576
200679,1980,National,1980-04-02,Ronald Reagan,41.335729
200680,1980,National,1980-04-03,John B. Anderson,20.90941
200684,1980,National,1980-04-03,Jimmy Carter,41.116576
200688,1980,National,1980-04-03,Ronald Reagan,41.335729
200689,1980,National,1980-04-04,John B. Anderson,20.90941
200693,1980,National,1980-04-04,Jimmy Carter,41.116576
200697,1980,National,1980-04-04,Ronald Reagan,41.335729
200698,1980,National,1980-04-05,John B. Anderson,20.90941
200702,1980,National,1980-04-05,Jimmy Carter,41.116576
200706,1980,National,1980-04-05,Ronald Reagan,41.335729
200707,1980,National,1980-04-06,John B. Anderson,20.90941
200711,1980,National,1980-04-06,Jimmy Carter,41.116576
200715,1980,National,1980-04-06,Ronald Reagan,41.335729
200716,1980,National,1980-04-07,John B. Anderson,20.90941
200720,1980,National,1980-04-07,Jimmy Carter,41.116576
200724,1980,National,1980-04-07,Ronald Reagan,41.335729
200725,1980,National,1980-04-08,John B. Anderson,20.90941
200729,1980,National,1980-04-08,Jimmy Carter,40.7278
200733,1980,National,1980-04-08,Ronald Reagan,43.991605
200734,1980,National,1980-04-09,John B. Anderson,20.90941
200738,1980,National,1980-04-09,Jimmy Carter,40.7278
200742,1980,National,1980-04-09,Ronald Reagan,43.991605
200743,1980,National,1980-04-10,John B. Anderson,20.90941
200747,1980,National,1980-04-10,Jimmy Carter,40.7278
200751,1980,National,1980-04-10,Ronald Reagan,43.991605
200752,1980,National,1980-04-11,John B. Anderson,20.90941
200756,1980,National,1980-04-11,Jimmy Carter,40.7278
200760,1980,National,1980-04-11,Ronald Reagan,43.991605
200761,1980,National,1980-04-12,John B. Anderson,20.90941
200765,1980,National,1980-04-12,Jimmy Carter,40.7278
200769,1980,National,1980-04-12,Ronald Reagan,43.991605
200770,1980,National,1980-04-13,John B. Anderson,16.847738
200774,1980,National,1980-04-13,Jimmy Carter,39.935176
200778,1980,National,1980-04-13,Ronald Reagan,41.662969
200779,1980,National,1980-04-14,John B. Anderson,17.382847
200783,1980,National,1980-04-14,Jimmy Carter,40.328849
200787,1980,National,1980-04-14,Ronald Reagan,40.304219
200788,1980,National,1980-04-15,John B. Anderson,17.382847
200792,1980,National,1980-04-15,Jimmy Carter,40.328849
200796,1980,National,1980-04-15,Ronald Reagan,40.304219
200798,1980,National,1980-04-16,John B. Anderson,17.382847
200802,1980,National,1980-04-16,Jimmy Carter,40.336541
200806,1980,National,1980-04-16,Ronald Reagan,40.307822
200808,1980,National,1980-04-17,John B. Anderson,17.382847
200812,1980,National,1980-04-17,Jimmy Carter,40.336541
200816,1980,National,1980-04-17,Ronald Reagan,40.307822
200818,1980,National,1980-04-18,John B. Anderson,17.382847
200822,1980,National,1980-04-18,Jimmy Carter,40.336541
200826,1980,National,1980-04-18,Ronald Reagan,40.307822
200828,1980,National,1980-04-19,John B. Anderson,17.382847
200832,1980,National,1980-04-19,Jimmy Carter,40.336541
200836,1980,National,1980-04-19,Ronald Reagan,40.307822
200838,1980,National,1980-04-20,John B. Anderson,17.382847
200842,1980,National,1980-04-20,Jimmy Carter,40.336541
200846,1980,National,1980-04-20,Ronald Reagan,40.307822
200848,1980,National,1980-04-21,John B. Anderson,17.382847
200852,1980,National,1980-04-21,Jimmy Carter,40.336541
200856,1980,National,1980-04-21,Ronald Reagan,40.307822
200858,1980,National,1980-04-22,John B. Anderson,17.382847
200862,1980,National,1980-04-22,Jimmy Carter,40.336541
200866,1980,National,1980-04-22,Ronald Reagan,40.307822
200868,1980,National,1980-04-23,John B. Anderson,17.382847
200872,1980,National,1980-04-23,Jimmy Carter,40.336541
200876,1980,National,1980-04-23,Ronald Reagan,40.307822
200878,1980,National,1980-04-24,John B. Anderson,17.382847
200882,1980,National,1980-04-24,Jimmy Carter,40.336541
200886,1980,National,1980-04-24,Ronald Reagan,40.307822
200888,1980,National,1980-04-25,John B. Anderson,18.499759
200892,1980,National,1980-04-25,Jimmy Carter,35.515987
200896,1980,National,1980-04-25,Ronald Reagan,40.915899
200898,1980,National,1980-04-26,John B. Anderson,18.499759
200902,1980,National,1980-04-26,Jimmy Carter,35.515987
200906,1980,National,1980-04-26,Ronald Reagan,40.915899
200908,1980,National,1980-04-27,John B. Anderson,21.123022
200912,1980,National,1980-04-27,Jimmy Carter,36.78545
200916,1980,National,1980-04-27,Ronald Reagan,37.423332
200918,1980,National,1980-04-28,John B. Anderson,21.123022
200922,1980,National,1980-04-28,Jimmy Carter,36.78545
200926,1980,National,1980-04-28,Ronald Reagan,37.423332
200928,1980,National,1980-04-29,John B. Anderson,21.123022
200932,1980,National,1980-04-29,Jimmy Carter,36.78545
200936,1980,National,1980-04-29,Ronald Reagan,37.423332
200939,1980,National,1980-04-30,John B. Anderson,21.94595
200944,1980,National,1980-04-30,Jimmy Carter,36.28929
200949,1980,National,1980-04-30,Ronald Reagan,37.21713
200952,1980,National,1980-05-01,John B. Anderson,21.94595
200957,1980,National,1980-05-01,Jimmy Carter,36.28929
200962,1980,National,1980-05-01,Ronald Reagan,37.21713
200966,1980,National,1980-05-02,John B. Anderson,21.94595
200972,1980,National,1980-05-02,Jimmy Carter,36.28929
200978,1980,National,1980-05-02,Ronald Reagan,37.21713
200982,1980,National,1980-05-03,John B. Anderson,21.94595
200988,1980,National,1980-05-03,Jimmy Carter,36.28929
200994,1980,National,1980-05-03,Ronald Reagan,37.21713
200998,1980,National,1980-05-04,John B. Anderson,21.94595
201004,1980,National,1980-05-04,Jimmy Carter,36.28929
201010,1980,National,1980-05-04,Ronald Reagan,37.21713
201014,1980,National,1980-05-05,John B. Anderson,21.941349
201020,1980,National,1980-05-05,Jimmy Carter,36.927347
201026,1980,National,1980-05-05,Ronald Reagan,36.393374
201030,1980,National,1980-05-06,John B. Anderson,21.941349
201036,1980,National,1980-05-06,Jimmy Carter,36.927347
201042,1980,National,1980-05-06,Ronald Reagan,36.393374
201046,1980,National,1980-05-07,John B. Anderson,21.941349
201052,1980,National,1980-05-07,Jimmy Carter,36.927347
201058,1980,National,1980-05-07,Ronald Reagan,36.393374
201063,1980,National,1980-05-08,John B. Anderson,21.946846
201070,1980,National,1980-05-08,Jimmy Carter,36.929025
201077,1980,National,1980-05-08,Ronald Reagan,36.387171
201082,1980,National,1980-05-09,John B. Anderson,21.946846
201089,1980,National,1980-05-09,Jimmy Carter,36.929025
201096,1980,National,1980-05-09,Ronald Reagan,36.387171
201101,1980,National,1980-05-10,John B. Anderson,21.946846
201108,1980,National,1980-05-10,Jimmy Carter,36.929025
201115,1980,National,1980-05-10,Ronald Reagan,36.387171
201120,1980,National,1980-05-11,John B. Anderson,21.946846
201127,1980,National,1980-05-11,Jimmy Carter,36.929025
201134,1980,National,1980-05-11,Ronald Reagan,36.387171
201139,1980,National,1980-05-12,John B. Anderson,21.946846
201146,1980,National,1980-05-12,Jimmy Carter,36.929025
201153,1980,National,1980-05-12,Ronald Reagan,36.387171
201158,1980,National,1980-05-13,John B. Anderson,21.946846
201165,1980,National,1980-05-13,Jimmy Carter,36.929025
201172,1980,National,1980-05-13,Ronald Reagan,36.387171
201177,1980,National,1980-05-14,John B. Anderson,21.946846
201184,1980,National,1980-05-14,Jimmy Carter,36.929025
201191,1980,National,1980-05-14,Ronald Reagan,36.387171
201196,1980,National,1980-05-15,John B. Anderson,21.946846
201203,1980,National,1980-05-15,Jimmy Carter,36.929025
201211,1980,National,1980-05-15,Ronald Reagan,36.387171
201217,1980,National,1980-05-16,John B. Anderson,21.941577
201224,1980,National,1980-05-16,Jimmy Carter,36.927076
201233,1980,National,1980-05-16,Ronald Reagan,36.394132
201240,1980,National,1980-05-17,John B. Anderson,21.941577
201247,1980,National,1980-05-17,Jimmy Carter,36.927076
201256,1980,National,1980-05-17,Ronald Reagan,36.394132
201263,1980,National,1980-05-18,John B. Anderson,21.083253
201270,1980,National,1980-05-18,Jimmy Carter,37.736145
201279,1980,National,1980-05-18,Ronald Reagan,35.182022
201286,1980,National,1980-05-19,John B. Anderson,21.083253
201293,1980,National,1980-05-19,Jimmy Carter,37.736145
201302,1980,National,1980-05-19,Ronald Reagan,35.182022
201309,1980,National,1980-05-20,John B. Anderson,21.083253
201317,1980,National,1980-05-20,Jimmy Carter,37.736145
201327,1980,National,1980-05-20,Ronald Reagan,35.182022
201334,1980,National,1980-05-21,John B. Anderson,21.083253
201342,1980,National,1980-05-21,Jimmy Carter,37.736145
201352,1980,National,1980-05-21,Ronald Reagan,35.182022
201359,1980,National,1980-05-22,John B. Anderson,19.82014
201367,1980,National,1980-05-22,Jimmy Carter,37.769124
201377,1980,National,1980-05-22,Ronald Reagan,35.522814
201384,1980,National,1980-05-23,John B. Anderson,19.82014
201392,1980,National,1980-05-23,Jimmy Carter,37.769124
201402,1980,National,1980-05-23,Ronald Reagan,35.522814
201409,1980,National,1980-05-24,John B. Anderson,19.82014
201417,1980,National,1980-05-24,Jimmy Carter,37.769124
201427,1980,National,1980-05-24,Ronald Reagan,35.522814
201434,1980,National,1980-05-25,John B. Anderson,19.82014
201442,1980,National,1980-05-25,Jimmy Carter,37.769124
201452,1980,National,1980-05-25,Ronald Reagan,35.522814
201459,1980,National,1980-05-26,John B. Anderson,19.82014
201467,1980,National,1980-05-26,Jimmy Carter,37.769124
201477,1980,National,1980-05-26,Ronald Reagan,35.522814
201484,1980,National,1980-05-27,John B. Anderson,19.82014
201492,1980,National,1980-05-27,Jimmy Carter,37.769124
201502,1980,National,1980-05-27,Ronald Reagan,35.522814
201509,1980,National,1980-05-28,John B. Anderson,19.82014
201517,1980,National,1980-05-28,Jimmy Carter,37.769124
201527,1980,National,1980-05-28,Ronald Reagan,35.522814
201534,1980,National,1980-05-29,John B. Anderson,19.82014
201542,1980,National,1980-05-29,Jimmy Carter,37.769124
201552,1980,National,1980-05-29,Ronald Reagan,35.522814
201559,1980,National,1980-05-30,John B. Anderson,19.82014
201567,1980,National,1980-05-30,Jimmy Carter,37.769124
201577,1980,National,1980-05-30,Ronald Reagan,35.522814
201584,1980,National,1980-05-31,John B. Anderson,19.82014
201592,1980,National,1980-05-31,Jimmy Carter,37.769124
201602,1980,National,1980-05-31,Ronald Reagan,35.522814
201609,1980,National,1980-06-01,John B. Anderson,19.743055
201617,1980,National,1980-06-01,Jimmy Carter,38.316275
201627,1980,National,1980-06-01,Ronald Reagan,35.603915
201634,1980,National,1980-06-02,John B. Anderson,19.743055
201642,1980,National,1980-06-02,Jimmy Carter,38.316275
201652,1980,National,1980-06-02,Ronald Reagan,35.603915
201659,1980,National,1980-06-03,John B. Anderson,19.743055
201667,1980,National,1980-06-03,Jimmy Carter,38.316275
201677,1980,National,1980-06-03,Ronald Reagan,35.603915
201684,1980,National,1980-06-04,John B. Anderson,19.743055
201692,1980,National,1980-06-04,Jimmy Carter,38.316275
201702,1980,National,1980-06-04,Ronald Reagan,35.603915
201709,1980,National,1980-06-05,John B. Anderson,19.743055
201717,1980,National,1980-06-05,Jimmy Carter,38.316275
201727,1980,National,1980-06-05,Ronald Reagan,35.603915
201734,1980,National,1980-06-06,John B. Anderson,19.743055
201742,1980,National,1980-06-06,Jimmy Carter,38.316275
201752,1980,National,1980-06-06,Ronald Reagan,35.603915
201759,1980,National,1980-06-07,John B. Anderson,19.743055
201767,1980,National,1980-06-07,Jimmy Carter,38.316275
201777,1980,National,1980-06-07,Ronald Reagan,35.603915
201784,1980,National,1980-06-08,John B. Anderson,18.565415
201792,1980,National,1980-06-08,Jimmy Carter,37.268855
201802,1980,National,1980-06-08,Ronald Reagan,38.827768
201809,1980,National,1980-06-09,John B. Anderson,20.173672
201818,1980,National,1980-06-09,Jimmy Carter,35.79824
201829,1980,National,1980-06-09,Ronald Reagan,38.631901
201837,1980,National,1980-06-10,John B. Anderson,20.173672
201846,1980,National,1980-06-10,Jimmy Carter,35.79824
201857,1980,National,1980-06-10,Ronald Reagan,38.631901
201865,1980,National,1980-06-11,John B. Anderson,20.173672
201874,1980,National,1980-06-11,Jimmy Carter,35.79824
201885,1980,National,1980-06-11,Ronald Reagan,38.631901
201893,1980,National,1980-06-12,John B. Anderson,19.771562
201902,1980,National,1980-06-12,Jimmy Carter,32.990934
201913,1980,National,1980-06-12,Ronald Reagan,38.619871
201921,1980,National,1980-06-13,John B. Anderson,19.771562
201930,1980,National,1980-06-13,Jimmy Carter,32.990934
201941,1980,National,1980-06-13,Ronald Reagan,38.619871
201949,1980,National,1980-06-14,John B. Anderson,19.771562
201958,1980,National,1980-06-14,Jimmy Carter,32.990934
201969,1980,National,1980-06-14,Ronald Reagan,38.619871
201977,1980,National,1980-06-15,John B. Anderson,20.479393
201986,1980,National,1980-06-15,Jimmy Carter,33.025339
201997,1980,National,1980-06-15,Ronald Reagan,38.290746
202006,1980,National,1980-06-16,John B. Anderson,20.468124
202016,1980,National,1980-06-16,Jimmy Carter,34.63856
202028,1980,National,1980-06-16,Ronald Reagan,39.464493
202037,1980,National,1980-06-17,John B. Anderson,20.468124
202048,1980,National,1980-06-17,Jimmy Carter,34.63856
202061,1980,National,1980-06-17,Ronald Reagan,39.464493
202071,1980,National,1980-06-18,John B. Anderson,20.468295
202082,1980,National,1980-06-18,Jimmy Carter,34.638854
202095,1980,National,1980-06-18,Ronald Reagan,39.461898
202105,1980,National,1980-06-19,John B. Anderson,20.468295
202116,1980,National,1980-06-19,Jimmy Carter,34.638854
202129,1980,National,1980-06-19,Ronald Reagan,39.461898
202139,1980,National,1980-06-20,John B. Anderson,20.468295
202150,1980,National,1980-06-20,Jimmy Carter,34.638854
202163,1980,National,1980-06-20,Ronald Reagan,39.461898
202173,1980,National,1980-06-21,John B. Anderson,20.468295
202184,1980,National,1980-06-21,Jimmy Carter,34.638854
202197,1980,National,1980-06-21,Ronald Reagan,39.461898
202207,1980,National,1980-06-22,John B. Anderson,19.100783
202218,1980,National,1980-06-22,Jimmy Carter,32.31429
202231,1980,National,1980-06-22,Ronald Reagan,41.610184
202241,1980,National,1980-06-23,John B. Anderson,19.100783
202252,1980,National,1980-06-23,Jimmy Carter,32.31429
202265,1980,National,1980-06-23,Ronald Reagan,41.610184
202275,1980,National,1980-06-24,John B. Anderson,19.100783
202286,1980,National,1980-06-24,Jimmy Carter,32.31429
202299,1980,National,1980-06-24,Ronald Reagan,41.610184
202309,1980,National,1980-06-25,John B. Anderson,19.100783
202320,1980,National,1980-06-25,Jimmy Carter,32.31429
202333,1980,National,1980-06-25,Ronald Reagan,41.610184
202343,1980,National,1980-06-26,John B. Anderson,19.100783
202354,1980,National,1980-06-26,Jimmy Carter,32.31429
202367,1980,National,1980-06-26,Ronald Reagan,41.610184
202377,1980,National,1980-06-27,John B. Anderson,19.100783
202388,1980,National,1980-06-27,Jimmy Carter,32.31429
202401,1980,National,1980-06-27,Ronald Reagan,41.610184
202411,1980,National,1980-06-28,John B. Anderson,19.100783
202422,1980,National,1980-06-28,Jimmy Carter,32.31429
202435,1980,National,1980-06-28,Ronald Reagan,41.610184
202445,1980,National,1980-06-29,John B. Anderson,19.43698
202456,1980,National,1980-06-29,Jimmy Carter,31.034382
202469,1980,National,1980-06-29,Ronald Reagan,42.059394
202479,1980,National,1980-06-30,John B. Anderson,19.43698
202490,1980,National,1980-06-30,Jimmy Carter,31.034382
202503,1980,National,1980-06-30,Ronald Reagan,42.059394
202513,1980,National,1980-07-01,John B. Anderson,19.43698
202524,1980,National,1980-07-01,Jimmy Carter,31.034382
202537,1980,National,1980-07-01,Ronald Reagan,42.059394
202547,1980,National,1980-07-02,John B. Anderson,19.43698
202558,1980,National,1980-07-02,Jimmy Carter,31.034382
202571,1980,National,1980-07-02,Ronald Reagan,42.059394
202581,1980,National,1980-07-03,John B. Anderson,19.43698
202592,1980,National,1980-07-03,Jimmy Carter,31.034382
202605,1980,National,1980-07-03,Ronald Reagan,42.059394
202615,1980,National,1980-07-04,John B. Anderson,19.43698
202626,1980,National,1980-07-04,Jimmy Carter,31.034382
202639,1980,National,1980-07-04,Ronald Reagan,42.059394
202649,1980,National,1980-07-05,John B. Anderson,19.43698
202660,1980,National,1980-07-05,Jimmy Carter,31.034382
202673,1980,National,1980-07-05,Ronald Reagan,42.059394
202683,1980,National,1980-07-06,John B. Anderson,19.43698
202694,1980,National,1980-07-06,Jimmy Carter,31.034382
202707,1980,National,1980-07-06,Ronald Reagan,42.059394
202717,1980,National,1980-07-07,John B. Anderson,19.43698
202728,1980,National,1980-07-07,Jimmy Carter,31.034382
202741,1980,National,1980-07-07,Ronald Reagan,42.059394
202752,1980,National,1980-07-08,John B. Anderson,19.400108
202764,1980,National,1980-07-08,Jimmy Carter,30.949683
202778,1980,National,1980-07-08,Ronald Reagan,42.172797
202789,1980,National,1980-07-09,John B. Anderson,19.400108
202801,1980,National,1980-07-09,Jimmy Carter,30.949683
202815,1980,National,1980-07-09,Ronald Reagan,42.172797
202826,1980,National,1980-07-10,John B. Anderson,19.400108
202838,1980,National,1980-07-10,Jimmy Carter,30.949683
202852,1980,National,1980-07-10,Ronald Reagan,42.172797
202863,1980,National,1980-07-11,John B. Anderson,19.400108
202875,1980,National,1980-07-11,Jimmy Carter,30.949683
202889,1980,National,1980-07-11,Ronald Reagan,42.172797
202900,1980,National,1980-07-12,John B. Anderson,19.400108
202912,1980,National,1980-07-12,Jimmy Carter,30.949683
202926,1980,National,1980-07-12,Ronald Reagan,42.172797
202937,1980,National,1980-07-13,John B. Anderson,18.471643
202949,1980,National,1980-07-13,Jimmy Carter,31.827592
202963,1980,National,1980-07-13,Ronald Reagan,36.158033
202974,1980,National,1980-07-14,John B. Anderson,18.80617
202986,1980,National,1980-07-14,Jimmy Carter,32.084928
203000,1980,National,1980-07-14,Ronald Reagan,37.635656
203011,1980,National,1980-07-15,John B. Anderson,18.80617
203023,1980,National,1980-07-15,Jimmy Carter,32.084928
203037,1980,National,1980-07-15,Ronald Reagan,37.635656
203048,1980,National,1980-07-16,John B. Anderson,17.639639
203062,1980,National,1980-07-16,Jimmy Carter,29.329615
203078,1980,National,1980-07-16,Ronald Reagan,40.637883
203091,1980,National,1980-07-17,John B. Anderson,17.639639
203105,1980,National,1980-07-17,Jimmy Carter,29.329615
203121,1980,National,1980-07-17,Ronald Reagan,40.637883
203134,1980,National,1980-07-18,John B. Anderson,17.639639
203148,1980,National,1980-07-18,Jimmy Carter,29.329615
203164,1980,National,1980-07-18,Ronald Reagan,40.637883
203177,1980,National,1980-07-19,John B. Anderson,17.639639
203191,1980,National,1980-07-19,Jimmy Carter,29.329615
203207,1980,National,1980-07-19,Ronald Reagan,40.637883
203220,1980,National,1980-07-20,John B. Anderson,17.639639
203234,1980,National,1980-07-20,Jimmy Carter,29.329615
203250,1980,National,1980-07-20,Ronald Reagan,40.637883
203263,1980,National,1980-07-21,John B. Anderson,17.110747
203277,1980,National,1980-07-21,Jimmy Carter,26.755621
203293,1980,National,1980-07-21,Ronald Reagan,48.995091
203306,1980,National,1980-07-22,John B. Anderson,17.110747
203320,1980,National,1980-07-22,Jimmy Carter,26.755621
203336,1980,National,1980-07-22,Ronald Reagan,48.995091
203349,1980,National,1980-07-23,John B. Anderson,17.110747
203363,1980,National,1980-07-23,Jimmy Carter,26.755621
203379,1980,National,1980-07-23,Ronald Reagan,48.995091
203392,1980,National,1980-07-24,John B. Anderson,16.990212
203406,1980,National,1980-07-24,Jimmy Carter,26.718051
203422,1980,National,1980-07-24,Ronald Reagan,49.083391
203435,1980,National,1980-07-25,John B. Anderson,16.990212
203449,1980,National,1980-07-25,Jimmy Carter,26.718051
203465,1980,National,1980-07-25,Ronald Reagan,49.083391
203478,1980,National,1980-07-26,John B. Anderson,16.990212
203492,1980,National,1980-07-26,Jimmy Carter,26.718051
203508,1980,National,1980-07-26,Ronald Reagan,49.083391
203521,1980,National,1980-07-27,John B. Anderson,16.990212
203535,1980,National,1980-07-27,Jimmy Carter,26.718051
203551,1980,National,1980-07-27,Ronald Reagan,49.083391
203564,1980,National,1980-07-28,John B. Anderson,16.990212
203578,1980,National,1980-07-28,Jimmy Carter,26.718051
203594,1980,National,1980-07-28,Ronald Reagan,49.083391
203607,1980,National,1980-07-29,John B. Anderson,16.990212
203621,1980,National,1980-07-29,Jimmy Carter,26.718051
203637,1980,National,1980-07-29,Ronald Reagan,49.083391
203650,1980,National,1980-07-30,John B. Anderson,16.990212
203664,1980,National,1980-07-30,Jimmy Carter,26.718051
203680,1980,National,1980-07-30,Ronald Reagan,49.083391
203693,1980,National,1980-07-31,John B. Anderson,16.990212
203707,1980,National,1980-07-31,Jimmy Carter,26.718051
203723,1980,National,1980-07-31,Ronald Reagan,49.083391
203736,1980,National,1980-08-01,John B. Anderson,16.990212
203750,1980,National,1980-08-01,Jimmy Carter,26.718051
203766,1980,National,1980-08-01,Ronald Reagan,49.083391
203779,1980,National,1980-08-02,John B. Anderson,16.990212
203793,1980,National,1980-08-02,Jimmy Carter,26.718051
203809,1980,National,1980-08-02,Ronald Reagan,49.083391
203822,1980,National,1980-08-03,John B. Anderson,17.479719
203836,1980,National,1980-08-03,Jimmy Carter,26.138252
203852,1980,National,1980-08-03,Ronald Reagan,49.138005
203865,1980,National,1980-08-04,John B. Anderson,15.551364
203879,1980,National,1980-08-04,Jimmy Carter,27.542047
203895,1980,National,1980-08-04,Ronald Reagan,49.062511
203908,1980,National,1980-08-05,John B. Anderson,15.551364
203922,1980,National,1980-08-05,Jimmy Carter,27.542047
203938,1980,National,1980-08-05,Ronald Reagan,49.062511
203951,1980,National,1980-08-06,John B. Anderson,15.826956
203965,1980,National,1980-08-06,Jimmy Carter,27.906017
203981,1980,National,1980-08-06,Ronald Reagan,48.523207
203994,1980,National,1980-08-07,John B. Anderson,14.656672
204008,1980,National,1980-08-07,Jimmy Carter,25.970786
204024,1980,National,1980-08-07,Ronald Reagan,48.088369
204037,1980,National,1980-08-08,John B. Anderson,14.656672
204051,1980,National,1980-08-08,Jimmy Carter,25.970786
204067,1980,National,1980-08-08,Ronald Reagan,48.088369
204080,1980,National,1980-08-09,John B. Anderson,14.656672
204094,1980,National,1980-08-09,Jimmy Carter,25.970786
204110,1980,National,1980-08-09,Ronald Reagan,48.088369
204123,1980,National,1980-08-10,John B. Anderson,14.656694
204137,1980,National,1980-08-10,Jimmy Carter,25.970806
204153,1980,National,1980-08-10,Ronald Reagan,48.088652
204166,1980,National,1980-08-11,John B. Anderson,14.656664
204181,1980,National,1980-08-11,Jimmy Carter,25.970765
204198,1980,National,1980-08-11,Ronald Reagan,48.088683
204212,1980,National,1980-08-12,John B. Anderson,14.656664
204227,1980,National,1980-08-12,Jimmy Carter,25.970765
204244,1980,National,1980-08-12,Ronald Reagan,48.088683
204258,1980,National,1980-08-13,John B. Anderson,14.656664
204273,1980,National,1980-08-13,Jimmy Carter,25.970765
204290,1980,National,1980-08-13,Ronald Reagan,48.088683
204304,1980,National,1980-08-14,John B. Anderson,14.656664
204319,1980,National,1980-08-14,Jimmy Carter,25.970765
204336,1980,National,1980-08-14,Ronald Reagan,48.088683
204350,1980,National,1980-08-15,John B. Anderson,14.656664
204365,1980,National,1980-08-15,Jimmy Carter,25.970765
204382,1980,National,1980-08-15,Ronald Reagan,48.088683
204397,1980,National,1980-08-16,John B. Anderson,14.656631
204413,1980,National,1980-08-16,Jimmy Carter,25.970721
204431,1980,National,1980-08-16,Ronald Reagan,48.088718
204446,1980,National,1980-08-17,John B. Anderson,14.656631
204462,1980,National,1980-08-17,Jimmy Carter,25.970721
204480,1980,National,1980-08-17,Ronald Reagan,48.088718
204495,1980,National,1980-08-18,John B. Anderson,13.708337
204511,1980,National,1980-08-18,Jimmy Carter,35.305243
204529,1980,National,1980-08-18,Ronald Reagan,41.351829
204544,1980,National,1980-08-19,John B. Anderson,13.708337
204560,1980,National,1980-08-19,Jimmy Carter,35.305243
204578,1980,National,1980-08-19,Ronald Reagan,41.351829
204593,1980,National,1980-08-20,John B. Anderson,13.708337
204609,1980,National,1980-08-20,Jimmy Carter,35.305243
204627,1980,National,1980-08-20,Ronald Reagan,41.351829
204642,1980,National,1980-08-21,John B. Anderson,13.708337
204658,1980,National,1980-08-21,Jimmy Carter,35.305243
204676,1980,National,1980-08-21,Ronald Reagan,41.351829
204691,1980,National,1980-08-22,John B. Anderson,13.708337
204707,1980,National,1980-08-22,Jimmy Carter,35.305243
204725,1980,National,1980-08-22,Ronald Reagan,41.351829
204740,1980,National,1980-08-23,John B. Anderson,14.782648
204756,1980,National,1980-08-23,Jimmy Carter,36.477834
204774,1980,National,1980-08-23,Ronald Reagan,40.929988
204789,1980,National,1980-08-24,John B. Anderson,14.782648
204805,1980,National,1980-08-24,Jimmy Carter,36.458505
204823,1980,National,1980-08-24,Ronald Reagan,40.948467
204838,1980,National,1980-08-25,John B. Anderson,14.782648
204854,1980,National,1980-08-25,Jimmy Carter,36.458505
204872,1980,National,1980-08-25,Ronald Reagan,40.948467
204887,1980,National,1980-08-26,John B. Anderson,14.780469
204903,1980,National,1980-08-26,Jimmy Carter,36.453938
204921,1980,National,1980-08-26,Ronald Reagan,40.953928
204938,1980,National,1980-08-27,John B. Anderson,14.776601
